,,,,,,,,,,,,
,YEAR,MONTH,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,MAXIMUM_WATER_HEIGHT,DEATHS,TOTAL_DEATHS
,1967,7,29,10,6.5,VENEZUELA,CARACAS,10.6,-67.3,0.08,,300
,1967,8,13,30,6.4,PAPUA NEW GUINEA,BISMARCK SEA,-4.4,152.5,0.1,,
,1967,9,3,40,7,PERU,CENTRAL PERU,-10.6,-79.8,2,,
,1967,10,,,,USA,"GREWINGK, AK",59.621,-151.106,60,,
,1967,11,15,35,5.9,CHILE,NORTHERN CHILE,-28.78,-71.19,,,
,1967,12,4,,,ANTARCTICA,"TELEPHONE BAY, DECEPCION ISLAND",-63,-60.5,1,,
,1967,12,4,,,USA TERRITORY,NORTHERN COAST OF PUERTO RICO,,,,,
,1967,12,21,33,7.5,CHILE,NORTHERN CHILE,-21.7,-69.5,,,1
,1968,1,29,40,7.3,RUSSIA,S. KURIL ISLANDS,43.586,146.701,0.18,,
,1968,2,19,15,7.2,GREECE,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.368,24.957,1.2,,20
,1968,4,1,30,7.5,JAPAN,SEIKAIDO,32.3,132.5,3.07,,1
,1968,4,18,7,4.6,ITALY,LIGURIA-COTE D'AZUR,44.08,8,3,,
,1968,5,4,,,CHILE,EASTER ISLAND REGION,-27.15,-109.45,,,
,1968,5,16,7,8.2,JAPAN,OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,6,52,52
,1968,5,16,33,7.5,JAPAN,OFF COAST OF HONSHU ISLAND,41.5,142.7,0.58,,
,1968,6,12,44,7.2,JAPAN,SANRIKU,39.4,143.1,0.95,,
,1968,7,25,60,7.3,NEW ZEALAND,KERMADEC ISLANDS,-30.8,-178.4,0.05,,
,1968,8,1,36,7.3,PHILIPPINES,E. LUZON ISLAND,16.5,122.2,0.16,1,270
,1968,8,5,10,6.5,JAPAN,SEIKAIDO-NANKAIDO,33.3,132.2,0.03,,
,1968,8,10,25,7.6,INDONESIA,N. MOLUCCAS ISLANDS,1.4,126.2,0.4,,
,1968,8,14,23,7.8,INDONESIA,BANDA SEA,0.2,119.8,10,200,200
,1968,9,3,38,6.6,TURKEY,BLACK SEA,41.8,32.3,3,,24
,1968,9,20,107,6.2,VENEZUELA,CARUPANO,10.5,-62.6,,,
,1968,9,25,138,7,MEXICO,S. MEXICO-GUATEMALA-NICARAGUA,15.6,-92.6,2,,15
,1969,2,23,13,6.9,INDONESIA,MAKASSAR STRAIT,-3.1,118.9,4,600,664
,1969,2,28,22,7.8,PORTUGAL,PORTUGAL,36.017,-10.95,0.9,,13
,1969,3,21,,,PHILIPPINES,LUZON ISLAND,19.077,122.202,,3,3
,1969,3,31,,7,EGYPT,GULF OF SUEZ,27.7,34,,,2
,1969,4,12,,,SWEDEN,NORSALV RIVER,59.4,13.5,5,,
,1969,4,21,41,6.5,JAPAN,RYUKYU ISLANDS,32.2,132.1,0.1,,
,1969,8,2,17,5.4,PAPUA NEW GUINEA,BISMARCK SEA,-6.6,146.9,,,
,1969,8,11,30,8.2,RUSSIA,S. KURIL ISLANDS,43.6,147.9,5,,
,1969,11,22,51,7.7,RUSSIA,KAMCHATKA,57.7,163.6,15,,
,1969,12,25,7,7.2,GUADELOUPE (FRENCH TERRITORY),GRAND BOURG,15.8,-59.7,0.46,,
,1970,1,10,73,7.6,PHILIPPINES,PHILIPPINE TRENCH,6.8,126.7,0.06,,
,1970,3,11,29,6,USA,"ANDREANOF ISLANDS, AK",57.5,-153.9,0.03,,
,1970,4,7,40,7.3,PHILIPPINES,PHILIPPINE SEA,15.78,121.71,,,15
,1970,5,14,44,6.5,RUSSIA,CASPIAN SEA,43,47.1,,,
,1970,5,31,43,7.9,PERU,N. PERU,-9.2,-78.8,0.38,,66794
,1970,6,14,10,6,CHILE,SOUTHERN CHILE,-52,-73.8,,,
,1970,6,19,44,6.4,CHILE,NORTHERN CHILE,-22.28,-70.55,,,
,1970,7,25,34,7,JAPAN,SEIKAIDO,32.2,131.7,0.32,,
,1970,9,28,,5.1,NEW ZEALAND,NEW ZEALAND,-44.64,173.62,1,,
,1970,9,30,33,5.3,PHILIPPINES,PHILIPPINE TRENCH,20.6,122,,,
,1970,10,31,8,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.907,145.471,3,3,18
,1970,11,28,33,6,CHILE,NORTHERN CHILE,-20.94,-69.81,,,
,1970,12,4,7,5.1,RUSSIA,BLACK SEA,43.84,39.34,0.8,,
,1971,3,19,,,PERU,CHUNGAR,-11.116,-76.5,30,600,600
,1971,5,2,30,7.1,USA,"ANDREANOF ISLANDS, AK",51.228,-177.173,0.04,,
,1971,7,9,58,7.8,CHILE,CENTRAL CHILE,-32.5,-71.2,1.2,,83
,1971,7,14,47,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,153.9,6,1,3
,1971,7,26,48,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-4.9,153.2,10,,
,1971,8,2,51,7.3,JAPAN,JAPAN TRENCH,41.4,143.5,0.51,,
,1971,9,5,9,7.1,RUSSIA,TATAR STRAIT,46.5,141.2,2,,
,1971,9,6,29,5.5,RUSSIA,TATAR STRAIT,46.7,141.4,0.32,,
,1971,9,6,,,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,,,
,1971,9,8,6,6.6,RUSSIA,TATAR STRAIT,46.4,141.1,0.09,,
,1971,9,8,16,6.2,RUSSIA,TATAR STRAIT,46.3,140.9,0.07,,
,1971,9,25,115,7,PAPUA NEW GUINEA,BISMARCK SEA,-6.5,146.6,1.8,,
,1971,9,27,21,6,RUSSIA,TATAR STRAIT,46.4,141.1,0.03,,
,1971,11,6,21,5.7,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.5,179.1,0.1,,
,1971,12,15,33,7.8,RUSSIA,KAMCHATKA,56,163.3,0.47,,
,1972,1,25,33,7.5,TAIWAN,E. TAIWAN,22.5,122.3,0.05,,1
,1972,2,29,56,7.4,JAPAN,EAST OFF HACHIJO ISLAND,33.3,140.8,0.42,,
,1972,6,8,39,6.6,CHILE,CENTRAL CHILE,-30.5,-71.8,,,
,1972,7,30,25,7.6,USA,"SE. ALASKA, AK",56.82,-135.685,0.1,,
,1972,8,17,10,7.1,PAPUA NEW GUINEA,SOLOMON SEA,-6,152.9,0.6,,
,1972,8,26,,,PAPUA NEW GUINEA,SOLOMON SEA,-6.7,147,1.5,,
,1972,9,6,15,5.2,JAPAN,JAPAN,32.9,130.3,,,
,1972,10,9,,,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,,,
,1972,12,2,33,7.4,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.5,126.6,0.5,,
,1972,12,4,66,7.4,JAPAN,CHICHI JIMA,33.3,140.7,0.5,,
,1972,12,29,60,5.4,CHILE,CENTRAL CHILE,-30.6,-71,,,
,1973,1,30,43,7.5,MEXICO,S. MEXICO,18.48,-103,1.13,,56
,1973,2,28,27,7.2,RUSSIA,N. KURIL ISLANDS,50.5,156.6,1.5,,
,1973,3,17,33,7.5,PHILIPPINES,QUEZON,13.4,122.8,1.3,,15
,1973,6,17,48,7.7,JAPAN,HOKKAIDO ISLAND,43.2,145.8,5.96,,
,1973,6,24,50,7.1,RUSSIA,S. KURIL ISLANDS,43.3,146.4,0.64,,
,1973,6,26,,6.6,RUSSIA,S. KURIL ISLANDS,43.2,146.6,0.21,,
,1973,10,5,14,6.7,CHILE,CENTRAL CHILE,-32.5,-71.5,0.4,,
,1974,1,31,34,7,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,155.9,1.5,,
,1974,2,1,40,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,4.5,,
,1974,5,8,2,6.7,JAPAN,TOKAIDO,34.6,138.7,0.2,,30
,1974,8,18,36,7.1,CHILE,SOUTHERN CHILE,-38.5,-73.4,,,
,1974,9,27,43,6.7,RUSSIA,S. KURIL ISLANDS,43.2,146.7,0.37,,
,1974,10,3,13,8.1,PERU,CENTRAL PERU,-12.27,-77.79,0.92,,78
,1974,10,17,,,CANADA,"KITIMAT INLET, BRITISH COLOMBIA",54,-128.7,2.8,,
,1974,10,17,70,,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,0.5,,
,1974,12,28,22,6.2,PAKISTAN,PAKISTAN,35.1,72.9,,,5300
,1975,1,15,33,5.9,INDONESIA,BANDA SEA,-5,130,,,
,1975,3,13,4,6.9,CHILE,CENTRAL CHILE,-29.9,-71.3,,,2
,1975,4,27,,,CANADA,"KITIMAT INLET, BRITISH COLUMBIA",53.98,-128.68,4.1,,
,1975,5,26,33,7.7,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,35.997,-17.649,0.76,,
,1975,6,10,15,7,RUSSIA,S. KURIL ISLANDS,43.024,147.734,5.5,,
,1975,7,20,49,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-6.59,155.054,2,,
,1975,10,31,50,7.6,PHILIPPINES,PHILIPPINE TRENCH,12.54,125.993,3,1,1
,1975,11,29,2,7.7,USA,HAWAII,19.451,-155.033,14.3,2,2
,1975,12,16,33,4.9,FIJI,FIJI ISLANDS,-18.672,178.464,0.25,,
,1975,12,26,33,7.8,SAMOA,SAMOA ISLANDS,-16.265,-172.467,0.38,,
,1976,1,14,33,8,NEW ZEALAND,KERMADEC ISLANDS,-28.427,-177.657,0.9,,
,1976,1,21,41,7,RUSSIA,S. KURIL ISLANDS,44.915,149.123,0.38,,
,1976,2,4,5,7.5,GUATEMALA,GUATEMALA,15.324,-89.101,0.12,,23000
,1976,7,11,22,6.7,PANAMA,PANAMA,7.4,-78.1,,,5
,1976,8,16,33,8,PHILIPPINES,MORO GULF,6.292,124.09,9,6800,8000
,1977,4,2,33,7.6,SAMOA,SAMOA ISLANDS,-16.696,-172.095,0.08,,
,1977,4,20,33,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.828,163.323,0.15,,34
,1977,4,20,19,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.89,160.348,,,
,1977,4,21,33,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.965,160.731,0.04,,18
,1977,6,22,65,7.2,TONGA,TONGA TRENCH,-22.878,-175.9,0.4,,
,1977,8,19,33,8,INDONESIA,SUNDA ISLANDS,-11.085,118.464,15,189,189
,1977,8,20,,5.5,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.1,146.2,0.5,,
,1977,8,28,33,5.5,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.081,146.23,0.6,,
,1977,10,10,33,7.2,TONGA,TONGA TRENCH,-25.856,-175.406,0.03,,
,1978,1,14,,6.6,JAPAN,TOKAIDO,34.809,139.259,0.35,,25
,1978,3,22,33,6.7,RUSSIA,S. KURIL ISLANDS,44.026,149.002,0.07,,
,1978,3,22,33,6.6,RUSSIA,S. KURIL ISLANDS,44.14,149.029,0.05,,
,1978,3,23,46,6.8,RUSSIA,S. KURIL ISLANDS,44.209,148.971,0.17,,
,1978,3,23,33,7.5,RUSSIA,S. KURIL ISLANDS,44.932,148.439,0.3,,
,1978,3,24,33,7.6,RUSSIA,S. KURIL ISLANDS,44.244,148.862,0.65,,
,1978,6,12,44,7.7,JAPAN,SANRIKU,38.19,142.03,0.6,,28
,1978,6,12,,,INDIA,INDIA,,,,,
,1978,6,14,24,6.9,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,0.03,,
,1978,6,20,3,6.4,GREECE,"THESSALONIKI (SALONICA), GREECE",40.739,23.229,0.45,,50
,1978,6,21,,,ITALY,"EASTERN ITALY, ADRIATIC SEA",42,16,0.6,,
,1978,7,23,17,7.4,TAIWAN,TAIWAN,22.282,121.512,0.05,,
,1978,8,14,30,4.4,SPAIN,CADIZ,36.37,-6.98,0.12,,
,1978,10,10,,,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-43.08,172.97,,,
,1978,11,29,18,7.8,MEXICO,MEXICO,16.01,-96.591,1.5,,9
,1979,2,20,10,6.4,JAPAN,"IWATE, JAPAN",40.232,143.703,0.12,,
,1979,2,28,15,7.5,USA,"SE. ALASKA, AK",60.691,-141.671,0.15,,
,1979,3,14,49,7.6,MEXICO,S. MEXICO,17.813,-101.276,1.3,,5
,1979,4,9,10,5.3,SERBIA AND MONTENEGRO,MONTENEGRO: BAR ULCINJ,41.956,19.023,,,
,1979,4,15,10,6.9,SERBIA AND MONTENEGRO,MONTENEGRO,42.096,19.209,0.6,,131
,1979,5,15,33,5.6,GREECE,CRETE,34.53,24.437,,,
,1979,7,18,,,INDONESIA,LOMBLEN ISLAND [LEMBATA],-8.6,123.5,9,1239,1239
,1979,8,9,,,INDONESIA,LOMBLEN ISLAND [LEMBATA],-8.5,123.5,,,
,1979,9,3,0,5,VENEZUELA,PUERTO CUMAREBO,11.517,-69.5,,,
,1979,9,12,5,7.9,INDONESIA,IRIAN JAYA,-1.679,136.04,2,100,115
,1979,10,6,,,NORWAY,NORTHERN NORWAY,65.117,12.333,2,,
,1979,10,16,,,FRANCE,FRENCH RIVIERA (LIGURIAN SEA),43.7,7.25,10,9,9
,1979,11,16,33,6.9,FIJI,FIJI ISLANDS,-16.76,179.984,,,
,1979,12,12,24,7.7,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,6,600,600
,1980,1,1,10,7.2,PORTUGAL,AZORES,38.815,-27.78,,,69
,1980,2,23,44,7,RUSSIA,S. KURIL ISLANDS,43.53,146.753,0.16,,
,1980,5,18,,,USA,WASHINGTON,46.2,-122.18,250,,57
,1980,6,29,15,6.2,JAPAN,HONSHU ISLAND,34.808,139.181,0.56,,
,1980,7,17,33,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-12.525,165.916,0.14,,
,1980,10,10,10,7.7,ALGERIA,EL ASNAM,36.195,1.354,0.7,,5000
,1981,1,18,,6.9,JAPAN,E. HONSHU ISLAND,38.64,142.75,0.37,,
,1981,2,24,33,6.7,GREECE,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,0.3,,22
,1981,3,4,29,6.4,GREECE,GULF OF CORINTH,38.209,23.288,1,,
,1981,5,11,,,SOUTH AFRICA,AGULHAS BANK,-35.616,20.267,0.29,,
,1981,5,25,33,7.6,NEW ZEALAND,NEW ZEALAND,-48.786,164.357,0.3,,
,1981,9,1,25,7.7,SAMOA,SAMOA ISLANDS,-14.96,-173.085,1,,
,1981,10,25,28,7.3,MEXICO,MEXICO,18.084,-102.084,0.09,,9
,1982,1,11,46,7.1,PHILIPPINES,PHILIPPINES,13.752,124.358,0.1,,
,1982,2,24,52,5.4,INDONESIA,JAVA TRENCH,4.374,97.755,0.1,,
,1982,3,11,33,6.6,INDONESIA,SUMBAWA ISLAND,-9.265,118.479,0.1,,
,1982,3,21,44,6.9,JAPAN,HOKKAIDO ISLAND,42.158,142.361,1.3,,
,1982,7,23,37,7.2,JAPAN,"IBARAKI, JAPAN",36.194,141.702,0.4,,
,1982,12,19,33,7.5,TONGA,KERMADEC ISLANDS,-24.133,-175.864,0.2,,
,1982,12,25,33,6,INDONESIA,FLORES SEA,-8.405,123.08,,,13
,1982,12,28,22,6.4,JAPAN,S. OF HONSHU ISLAND,33.826,139.434,0.19,,
,1983,1,17,,7.2,GREECE,IONIAN SEA,38.026,20.228,,,
,1983,3,12,17,6.9,INDONESIA,BANDA SEA,-4.056,127.924,3,,
,1983,3,18,89,7.9,PAPUA NEW GUINEA,NEW BRITAIN,-4.883,153.581,0.3,,
,1983,5,26,24,7.8,JAPAN,"NOSHIRO, JAPAN",40.462,139.102,14.93,100,104
,1983,6,9,26,5.9,JAPAN,"NOSHIRO, JAPAN",40.249,138.948,0.6,,
,1983,6,21,10,6.9,JAPAN,N. HONSHU ISLAND,41.346,139.099,1,,
,1983,8,6,2,7,GREECE,NORTH AEGEAN SEA,40.142,24.766,,,
,1983,8,17,63,7.1,RUSSIA,"KAMCHATKA BAY, RUSSIA",55.867,161.287,0.1,,
,1983,8,17,29,6.6,PHILIPPINES,LUZON ISLAND,18.231,120.86,0.1,,16
,1983,8,17,,,INDONESIA,LESSER SUNDA ISLANDS,-8.54,123.59,,,
,1983,8,18,,,NORWAY,WESTERN NORWAY,61.233,7.717,7,,
,1983,10,4,15,7.7,CHILE,NORTHERN CHILE,-26.535,-70.563,0.2,,5
,1983,11,30,10,7.7,UK TERRITORY,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,1.5,,
,1984,1,8,33,6.8,INDONESIA,SULAWESI,-2.823,118.806,0.1,,2
,1984,2,11,29,5.4,GREECE,"CORINTHOS GULF, GREECE",38.396,22.094,,,
,1984,3,24,44,7.2,RUSSIA,S. KURIL ISLANDS,44.117,148.192,0.2,,
,1984,6,13,41,5.5,JAPAN,"TORI SHIMA, OKINAWA",31.448,140.036,0.5,,
,1984,8,6,46,7,JAPAN,"KYUSHU, JAPAN",32.386,131.945,0.2,,
,1984,9,18,48,6.9,JAPAN,HONSHU ISLAND,34.006,141.5,0.13,,
,1984,12,28,33,6.8,RUSSIA,KAMCHATKA,56.194,163.46,0.2,,
,1985,3,3,33,8,CHILE,CENTRAL CHILE,-33.132,-71.708,3.5,,180
,1985,3,16,13,6.4,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE,17.013,-62.448,0.12,,
,1985,4,13,99,6.2,INDONESIA,BALI ISLAND,-9.245,114.185,2,,
,1985,7,3,46,7.3,PAPUA NEW GUINEA,NEW IRELAND,-4.439,152.828,1.3,,
,1985,9,19,28,8,MEXICO,MEXICO,18.19,-102.533,3,,9500
,1985,9,21,31,7.6,MEXICO,MEXICO,17.802,-101.647,1.2,,
,1986,5,7,31,8,USA,"ANDREANOF ISLANDS, AK",51.52,-174.776,0.9,,
,1986,5,17,15,6.4,USA,"ANDREANOF ISLANDS, AK",52.327,-174.504,,,
,1986,10,20,29,7.8,NEW ZEALAND,KERMADEC ISLANDS,-28.117,-176.367,0.22,,
,1986,11,14,34,7.8,TAIWAN,TAIWAN,23.901,121.574,0.3,,15
,1987,2,6,48,6.7,JAPAN,E. HONSHU ISLAND,36.988,141.689,0.1,,
,1987,2,8,55,7.4,PAPUA NEW GUINEA,SOLOMON SEA,-6.088,147.689,1.5,,3
,1987,2,21,,,NORWAY,WESTERN NORWAY,62.2,6.65,3,,
,1987,3,5,62,7.6,CHILE,NORTHERN CHILE,-24.388,-70.161,0.2,,1
,1987,3,18,54,6.7,JAPAN,KYUSHU ISLAND,32.034,131.837,0.04,,2
,1987,3,24,23,5.1,JAPAN,HONSHU ISLAND,37.447,137.865,0.16,,
,1987,5,20,,,NEW ZEALAND,DEEP COVE,-45.46,167.15,,,
,1987,6,18,75,6.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.717,162.33,0.1,,
,1987,7,6,48,6.7,VANUATU,VANUATU ISLANDS,-14.074,167.828,0.1,,
,1987,10,6,16,7.3,TONGA,TONGA ISLANDS,-17.94,-172.225,0.25,,
,1987,10,12,25,7,PAPUA NEW GUINEA,SOLOMON SEA,-7.288,154.371,0.1,,
,1987,10,16,48,7.4,PAPUA NEW GUINEA,SOLOMON SEA,-6.266,149.06,0.1,,
,1987,11,17,10,7.2,USA,"GULF OF ALASKA, AK",58.586,-143.27,0.06,,
,1987,11,26,33,6.6,INDONESIA,TIMOR SEA,-8.247,124.155,0.1,,
,1987,11,30,10,7.9,USA,"GULF OF ALASKA, AK",58.679,-142.786,0.43,,
,1988,2,5,37,7.2,CHILE,NORTHERN CHILE,-24.753,-70.433,0.1,,
,1988,3,6,15,7.8,USA,"GULF OF ALASKA, AK",57.262,-142.747,0.19,,
,1988,4,20,,,ITALY,"LA FOSSA VOLCANO, VULCANO IS.",38.4,14.967,2,,
,1988,4,30,,,USA,S. CALIFORNIA,,,,,
,1988,6,24,53,5.4,PHILIPPINES,NORTH OF LUZON ISLAND,18.606,121.013,1.03,,
,1988,7,5,53,6.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.964,148.78,0.1,,
,1988,8,6,91,7.2,BANGLADESH,"JAMUNA RIVER, ARICHA, BANGLADESH",25.149,95.127,,3,2
,1988,8,10,36,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.258,160.896,0.09,1,1
,1989,5,23,10,8.1,AUSTRALIA,MACQUARIE ISLAND,-52.341,160.568,0.1,,
,1989,6,26,9,6.5,USA,HAWAII,19.362,-155.083,0.29,,
,1989,9,4,11,7.1,USA,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,,
,1989,10,18,19,6.9,USA,N. CALIFORNIA,37.036,-121.883,1,,62
,1989,10,29,10,6.5,JAPAN,N. HONSHU ISLAND,39.571,143.333,0.11,,
,1989,10,29,,5.9,ALGERIA,"ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,,,
,1989,11,1,26,4.4,USA TERRITORY,PUERTO RICO,18.986,-68.833,0.1,,
,1989,11,1,29,7.4,JAPAN,JAPAN,39.837,142.76,0.9,,
,1990,2,8,26,6.6,PHILIPPINES,PHILIPPINES,9.755,124.694,2.1,,
,1990,2,20,14,6.4,JAPAN,JAPAN,34.706,139.252,0.16,,
,1990,3,25,22,7,COSTA RICA,COSTA RICA,9.919,-84.808,1,,
,1990,4,5,11,7.5,USA TERRITORY,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,,
,1990,5,,,,PHILIPPINES,"CANIGUIN IS.,PHILIPPINES",7,126,5,,
,1990,9,23,10,6.5,JAPAN,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,0.2,,
,1990,12,13,11,5.3,ITALY,EASTERN SICILY,37.3,15.438,0.1,,19
,1990,12,13,10,6.3,TAIWAN,TAIWAN,23.722,121.627,0.04,,
,1991,1,4,,,GREECE,EAST AEGEAN SEA,37.7,26.3,,,
,1991,2,9,10,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.929,159.139,0.1,,
,1991,2,16,39,5.7,RUSSIA,N. KURIL ISLANDS,48.268,154.328,0.1,,
,1991,2,21,20,6.7,USA,"BERING SEA, AK",58.427,-175.45,0.15,,
,1991,4,22,10,7.6,COSTA RICA,"LIMON, PANDORA",9.685,-83.073,3,2,89
,1991,5,7,,,GREECE,EAST AEGEAN SEA,37.133,26.833,0.5,,
,1991,10,14,23,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.094,158.442,0.15,,
,1991,12,22,24,7.6,RUSSIA,S. KURIL ISLANDS,45.533,151.021,0.52,,
,1992,1,5,,3.7,CHINA,SOUTH CHINA SEA,18,108,0.8,,
,1992,4,25,15,7.2,USA,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,1.8,,
,1992,5,17,33,7.3,PHILIPPINES,PHILIPPINES,7.191,126.762,6,,
,1992,5,27,19,7.1,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.122,165.239,0.1,,
,1992,7,3,,,USA,"DAYTONA BEACH, FL",,,3,,
,1992,7,18,29,7,JAPAN,HONSHU ISLAND,39.419,143.33,0.3,,
,1992,8,11,16,6.3,JAPAN,,32.536,141.641,,,
,1992,9,2,40,7.7,NICARAGUA,NICARAGUA,11.727,-87.386,9.9,170,170
,1992,12,12,28,7.8,INDONESIA,FLORES SEA,-8.48,121.896,26.2,1169,2500
,1993,2,7,11,6.3,JAPAN,HONSHU ISLAND,37.634,137.245,0.5,,
,1993,3,12,10,6.4,WALLIS AND FUTUNA (FRENCH TERRITORY),FUTUNA,-14.385,-178.252,,,
,1993,6,8,71,7.5,RUSSIA,KAMCHATKA,51.218,157.829,0.1,,
,1993,6,18,20,6.6,NEW ZEALAND,KERMADEC ISLANDS,-28.886,-176.819,,,
,1993,7,12,17,7.7,JAPAN,SEA OF JAPAN,42.851,139.197,32,208,231
,1993,8,7,13,6.3,JAPAN,JAPAN,41.985,139.839,0.16,,
,1993,8,8,59,7.8,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.982,144.801,2.4,,
,1993,11,13,34,7,RUSSIA,KAMCHATKA,51.934,158.647,0.05,,
,1994,1,4,,,USA,"COREA HARBOR, MAINE",44.4,-67.97,1.5,,
,1994,1,17,18,6.7,USA,"WEST COAST, USA",34.213,-118.537,0.1,,60
,1994,1,21,20,7,INDONESIA,HALMAHERA,1.015,127.733,2,,9
,1994,2,15,23,6.9,INDONESIA,SOUTHERN SUMATRA,-4.967,104.302,,,
,1994,4,8,13,6.4,JAPAN,HOKKAIDO ISLAND,40.608,143.683,0.11,,
,1994,4,28,,,NORWAY,WESTERN NORWAY,61.267,6.583,4,,
,1994,5,24,16,6.5,TAIWAN,TAIWAN,23.959,122.448,0.02,,
,1994,6,2,18,7.8,INDONESIA,SOUTH OF JAVA,-10.477,112.835,13.9,238,238
,1994,6,3,26,6.6,INDONESIA,SOUTH OF JAVA,-10.362,112.892,3.7,,
,1994,6,4,11,6.5,INDONESIA,SOUTH OF JAVA,-10.777,113.366,,,
,1994,6,5,17,6.1,INDONESIA,SOUTH OF JAVA,-10.341,113.369,3,,
,1994,9,1,10,7,USA,N. CALIFORNIA,40.402,-125.68,0.07,,
,1994,9,19,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.238,152.214,1.2,,
,1994,10,4,14,8.3,RUSSIA,S. KURIL ISLANDS,43.773,147.321,10.4,,11
,1994,10,8,17,6.8,INDONESIA,HALMAHERA,-1.258,127.98,3,1,1
,1994,10,9,33,7.3,RUSSIA,S. KURIL ISLANDS,43.905,147.916,0.2,,
,1994,11,4,,,USA,"SKAGWAY, AK",59.5,-135.3,9,1,1
,1994,11,14,32,7.1,PHILIPPINES,PHILIPPINE ISLANDS,13.525,121.067,7.3,81,81
,1994,12,28,27,7.8,JAPAN,"TOHUKU, JAPAN",40.525,143.419,0.53,,3
,1995,1,16,22,6.9,JAPAN,"KOBE, JAPAN",34.583,135.018,0.34,,5502
,1995,4,7,21,7.4,SAMOA,SAMOA ISLANDS,-15.199,-173.529,0.09,,
,1995,4,21,21,7.2,PHILIPPINES,SAMAR ISLAND,12.059,125.58,0.2,,
,1995,4,21,23,6.8,PHILIPPINES,SAMAR ISLAND,12.047,125.92,0.2,,
,1995,5,13,14,6.6,GREECE,GREECE,40.149,21.695,,,
,1995,5,14,13,6.9,INDONESIA,TIMOR SEA,-8.452,125.049,4,11,11
,1995,5,16,20,7.7,NEW CALEDONIA,LOYALTY ISLANDS,-23.008,169.9,0.5,,
,1995,5,27,11,7.1,RUSSIA,SAKHALIN ISLAND,52.629,142.827,0.1,,1989
,1995,6,15,14,6.5,GREECE,GULF OF CORINTH: AIYION,38.401,22.283,1,,26
,1995,7,30,46,8,CHILE,NORTHERN CHILE,-23.34,-70.294,3,,3
,1995,8,16,30,7.7,PAPUA NEW GUINEA,SOLOMON SEA,-5.799,154.178,0.6,,
,1995,9,14,23,7.4,MEXICO,S. MEXICO,16.779,-98.597,0.4,,3
,1995,10,9,33,8,MEXICO,S. MEXICO,19.055,-104.205,11,1,50
,1995,10,18,28,7.1,JAPAN,RYUKYU ISLANDS,27.929,130.175,2.59,,
,1995,10,19,20,6.8,JAPAN,RYUKYU ISLANDS,28.094,130.148,1.5,,
,1995,11,1,20,6.7,CHILE,NORTHERN CHILE,-28.906,-71.417,0.1,,
,1995,11,22,10,7.2,EGYPT,EGYPT,28.826,34.799,0.1,,12
,1995,12,3,33,7.9,RUSSIA,S. KURIL ISLANDS,44.663,149.3,1.1,,
